"Planet","Grid","CurrentSector","WookieepediaTitle","WookieepediaSector","MatchType","SourceUrl"
"Ord Vaxal","N13","Callia","Ord Vaxal","Callia sector","Exact title","https://starwars.fandom.com/wiki/Ord_Vaxal"
"Ordo","O7","Mandalore","Ordo","Mandalore sector","Exact title","https://starwars.fandom.com/wiki/Ordo"
"Orelon","O9","Hapes Cluster","Orelon","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Orelon"
"Oricon","P3","Corva","Oricon","Corva sector","Exact title","https://starwars.fandom.com/wiki/Oricon"
"Orinda","K6","Irishi","Orinda","Irishi sector","Exact title","https://starwars.fandom.com/wiki/Orinda"
"Orleon","Q8","Talcene","Orleon","Talcene sector","Exact title","https://starwars.fandom.com/wiki/Orleon"
"Orn Kios","K18","Yarith","Orn Kios","Javin sector","Exact title","https://starwars.fandom.com/wiki/Orn_Kios"
"Ornfra","F8","Chiss Ascendancy","Ornfra","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Ornfra"
"Orron","S4","Corporate Sector","Orron system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Orron_system"
"Orto Plutonia","P19","Sujimis","Orto Plutonia","Sujimis sector","Exact title","https://starwars.fandom.com/wiki/Orto_Plutonia"
"Orvax","R17","Savareen","Orvax","Dalchon sector","Exact title","https://starwars.fandom.com/wiki/Orvax"
"Oseon","T8","Centrality","Oseon system","Centrality","System or continuity variant","https://starwars.fandom.com/wiki/Oseon_system"
"Oslumpex","S4","Corporate Sector","Oslumpex system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Oslumpex_system"
"Osmani","L18","Senex","Osmani","Senex sector","Exact title","https://starwars.fandom.com/wiki/Osmani"
"Ossel","L18","Bozhnee","Ossel system","Bozhnee sector","System or continuity variant","https://starwars.fandom.com/wiki/Ossel_system"
"Ossiathora","L17","Juvex","Ossiathora","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Ossiathora"
"Ossus","R6","Auril","Ossus","Auril sector","Exact title","https://starwars.fandom.com/wiki/Ossus"
"Ota","Q10","Mytaranor","Ota","Mytaranor sector","Exact title","https://starwars.fandom.com/wiki/Ota"
"Ovise","H16","Moddell","Ovise system","Zuma sector","System or continuity variant","https://starwars.fandom.com/wiki/Ovise_system"
"Oyokal","E8","Chiss Ascendancy","Oyokal","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Oyokal"
"Ozu","K18","Javin","Ozu","Javin sector","Exact title","https://starwars.fandom.com/wiki/Ozu"
"Pakuuni","T6","Pakuuni","Pakuuni/Legends","Pakuuni sector","Exact title","https://starwars.fandom.com/wiki/Pakuuni%2FLegends"
"Palanhi","K9","Fakir sector","Palanhi","Fakir sector","Exact title","https://starwars.fandom.com/wiki/Palanhi"
"Pallaxides","N7","Noonian","Pallaxides","Ojoster sector","Exact title","https://starwars.fandom.com/wiki/Pallaxides"
"Pammant","U6","Calamari","Pammant","Calamari sector","Exact title","https://starwars.fandom.com/wiki/Pammant"
"Pamorjal","N14","Immerian Outback","Pamorjal","Immerian Outback","Exact title","https://starwars.fandom.com/wiki/Pamorjal"
"Panatha","H16","Pacanth Reach","Panatha","Pacanth Reach","Exact title","https://starwars.fandom.com/wiki/Panatha"
"Pantolomin","K9","Dolomar sector","Pantolomin/Legends","Dolomar sector","Exact title","https://starwars.fandom.com/wiki/Pantolomin%2FLegends"
"Pantora","P19","Sujimis","Pantora","Sujimis sector","Exact title","https://starwars.fandom.com/wiki/Pantora"
"Paqwepor Major","P15","Paqwepori","Paqwepor Major","Paqwepori","Exact title","https://starwars.fandom.com/wiki/Paqwepor_Major"
"Parada","L17","Hadar","Parada","Hadar sector","Exact title","https://starwars.fandom.com/wiki/Parada"
"Paramatan","L17","Senex","Paramatan","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Paramatan"
"Parcelus Minor","O12","Parcelus","Parcelus Minor","Parcelus sector","Exact title","https://starwars.fandom.com/wiki/Parcelus_Minor"
"Parshoone","J4","Perinn sector","Parshoone","Perinn sector","Exact title","https://starwars.fandom.com/wiki/Parshoone"
"Pasmin","S6","Cronese Mandate","Pasmin","Cronese Mandate","Exact title","https://starwars.fandom.com/wiki/Pasmin"
"Patitite Pattuna","L7","Bright Jewel","Patitite Pattuna","Bright Jewel sector","Exact title","https://starwars.fandom.com/wiki/Patitite_Pattuna"
"Paulking","U8","Centrality","Paulking system","Centrality","System or continuity variant","https://starwars.fandom.com/wiki/Paulking_system"
"Pax","N16","Kira","Pax","Kira sector","Exact title","https://starwars.fandom.com/wiki/Pax"
"Peg Shar","R8","Halla","Peg Shar system","Halla sector","System or continuity variant","https://starwars.fandom.com/wiki/Peg_Shar_system"
"Pendari","K16","Vensensor","Pendari","Vensensor sector","Exact title","https://starwars.fandom.com/wiki/Pendari"
"Peragus II","Q4","Xappyh","Peragus II","Xappyh sector","Exact title","https://starwars.fandom.com/wiki/Peragus_II"
"Pergitor","M20","Minos","Pergitor","Minos Cluster","Exact title","https://starwars.fandom.com/wiki/Pergitor"
"Perin","S3","Trianii Space","Perin","Trianii Space","Search result","https://starwars.fandom.com/wiki/Perin"
"Pesfavri","G8","Pesfavri Sector","Pesfavri/Legends","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Pesfavri%2FLegends"
"Pesmenben","Q11","Teraab","Pesmenben system","Teraab sector","System or continuity variant","https://starwars.fandom.com/wiki/Pesmenben_system"
"Petabys Station","J16","Halm","Petabys Station","Halm sector","Exact title","https://starwars.fandom.com/wiki/Petabys_Station"
"Phaeda","L6","Cademimu","Phaeda/Legends","Cademimu sector","Exact title","https://starwars.fandom.com/wiki/Phaeda%2FLegends"
"Phaegon_III","N17","Grumani","Phaegon III","Grumani sector","Exact title","https://starwars.fandom.com/wiki/Phaegon_III"
"Phaseera","P8","Lantillian","Phaseera","Lantillian sector","Exact title","https://starwars.fandom.com/wiki/Phaseera"
"Phateem","N8","Nouane sector","Phateem","Nouane sector","Exact title","https://starwars.fandom.com/wiki/Phateem"
"Phelope","O9","Hapes Cluster","Phelope system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Phelope_system"
"Phindar","P6","Demetras","Phindar","Demetras sector","Exact title","https://starwars.fandom.com/wiki/Phindar"
"Pho Ph'eah","P5","Kalamith","Pho Ph'eah/Legends","Kalamith sector","Exact title","https://starwars.fandom.com/wiki/Pho_Ph'eah%2FLegends"
"Pieldi","L18","Juvex","Pieldi","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Pieldi"
"Pii","R16","Arkanis","Pii","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Pii"
"Pinperu","U6","Calamari","Pinperu system","Calamari sector","System or continuity variant","https://starwars.fandom.com/wiki/Pinperu_system"
"Pirin","O8","Locris","Pirin","Locris sector","Exact title","https://starwars.fandom.com/wiki/Pirin"
"Piroket","R16","Arkanis","Piroket","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Piroket"
"Pirralor","L18","Juvex","Pirralor","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Pirralor"
"Pizilis","P10","Terr'skiar","Pizilis","Kashyyyk Region","Exact title","https://starwars.fandom.com/wiki/Pizilis"
"Plesstil","L3","Veragi","Plesstil","Veragi sector","Exact title","https://starwars.fandom.com/wiki/Plesstil"
"Ploo","N7","Ploo","Ploo system","Ploo sector","System or continuity variant","https://starwars.fandom.com/wiki/Ploo_system"
"Poderis","M8","Orus","Poderis","Orus sector","Exact title","https://starwars.fandom.com/wiki/Poderis"
"Polis Massa","K20","Subterrel","Polis Massa","Subterrel sector","Exact title","https://starwars.fandom.com/wiki/Polis_Massa"
"Pollillus","J10","Vannell sector","Pollillus","Vannell sector","Exact title","https://starwars.fandom.com/wiki/Pollillus"
"Polmanar","K18","Anoat","Polmanar","Javin sector","Exact title","https://starwars.fandom.com/wiki/Polmanar"
"Poln System","J5","Alashan Sector","Poln system","Candoras sector","Exact title","https://starwars.fandom.com/wiki/Poln_system"
"Polus","M6","Oricho","Polus","Oricho sector","Exact title","https://starwars.fandom.com/wiki/Polus"
"Pondut Station","S4","Corporate Sector","Pondut Station system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Pondut_Station_system"
"Porchello","J17","Elbaran","Porchello","Elbaran sector","Exact title","https://starwars.fandom.com/wiki/Porchello"
"Port Evokk","L18","Senex","Port Evokk","Senex sector","Exact title","https://starwars.fandom.com/wiki/Port_Evokk"
"Poseidenna","U7","Calamari","Poseidenna system","Calamari sector","System or continuity variant","https://starwars.fandom.com/wiki/Poseidenna_system"
"Povanaria","P6","Gordian Reach","Povanaria","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Povanaria"
"Poviduze","J14","Freestanding Subsectors","Poviduze system/Legends","Freestanding subsectors","System or continuity variant","https://starwars.fandom.com/wiki/Poviduze_system%2FLegends"
"Praadost","P4","Nembus","Praadost system","Nembus sector","System or continuity variant","https://starwars.fandom.com/wiki/Praadost_system"
"Praesitlyn","M19","Sluis","Praesitlyn","Sluis sector","Exact title","https://starwars.fandom.com/wiki/Praesitlyn"
"Prakith","K10","Alland Sector","Prakith/Legends","Sector 5","Exact title","https://starwars.fandom.com/wiki/Prakith%2FLegends"
"Prazhi","O12","Cyrillian Protectorate","Prazhi","Cyrillian Protectorate","Exact title","https://starwars.fandom.com/wiki/Prazhi"
"Prefsbelt","K5","Prefsbelt","Prefsbelt system","Prefsbelt sector","System or continuity variant","https://starwars.fandom.com/wiki/Prefsbelt_system"
"Presbalin","P6","Gordian Reach","Presbalin","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Presbalin"
"Presteen","L17","Senex","Presteen","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Presteen"
"Prishella","T10","Kessel","Prishella system","Kessel sector","System or continuity variant","https://starwars.fandom.com/wiki/Prishella_system"
"Pusat Station","R8","Bortele","Pusat Station","Halla sector","Exact title","https://starwars.fandom.com/wiki/Pusat_Station"
"Pygorix","Q6","Gordian Reach","Pygorix","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Pygorix"
"Pypin","R3","Trianii","Pypin","Trianii Space","Exact title","https://starwars.fandom.com/wiki/Pypin"
"Pzob","T15","Herios","Pzob/Legends","Herios sector","Exact title","https://starwars.fandom.com/wiki/Pzob%2FLegends"
"Q'mara","L18","Juvex","Q'mara","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Q'mara"
"Qat Chrystac","L16","Parnabe","Qat Chrystac/Legends","Parnabe sector","Exact title","https://starwars.fandom.com/wiki/Qat_Chrystac%2FLegends"
"Qiilura","L7","Bright Jewel","Qiilura","Qiilura sector","Exact title","https://starwars.fandom.com/wiki/Qiilura"
"Qina","H16","Moddell","Qina/Legends","Zuma sector","Exact title","https://starwars.fandom.com/wiki/Qina%2FLegends"
"Quaensan Prime","J17","Gendius","Quaensan Prime","Gendius sector","Exact title","https://starwars.fandom.com/wiki/Quaensan_Prime"
"Quamar","K17","Bruanii","Quamar system","Bruanii sector","System or continuity variant","https://starwars.fandom.com/wiki/Quamar_system"
"Quas Killam","P10","Couronne","Quas Killam","Terr'skiar sector","Exact title","https://starwars.fandom.com/wiki/Quas_Killam"
"Quelii","O6","Quelii","Quelii","Quelii sector","Exact title","https://starwars.fandom.com/wiki/Quelii"
"Quell","Q6","Nuiri","Quell","Nuiri sector","Exact title","https://starwars.fandom.com/wiki/Quell"
"Quellor","N12","Quellor sector","Quellor","Quellor sector","Exact title","https://starwars.fandom.com/wiki/Quellor"
"Quermia","S5","Nilgaard","Quermia","Nilgaard sector","Exact title","https://starwars.fandom.com/wiki/Quermia"
"Quesaya","L15","Andirma","Quesaya system","Andirma sector","System or continuity variant","https://starwars.fandom.com/wiki/Quesaya_system"
"Questal","J12","Questal sector","Questal","Questal sector","Exact title","https://starwars.fandom.com/wiki/Questal"
"Queyta","M19","Danjar","Queyta","Danjar sector","Exact title","https://starwars.fandom.com/wiki/Queyta"
"R-Duba","T15","Quiberon","R-Duba","Quiberon sector","Exact title","https://starwars.fandom.com/wiki/R-Duba"
"R'alla","S3","Corporate Sector","R'alla","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/R'alla"
"Radnor","Q16","Daimar","Radnor","Daimar sector","Exact title","https://starwars.fandom.com/wiki/Radnor"
"Rafa","T8","Centrality","Rafa system","Centrality","System or continuity variant","https://starwars.fandom.com/wiki/Rafa_system"
"Ragith","N15","Majoor","Ragith system","Majoor sector","System or continuity variant","https://starwars.fandom.com/wiki/Ragith_system"
"Ragna","Q16","Daimar","Ragna system","Daimar sector","System or continuity variant","https://starwars.fandom.com/wiki/Ragna_system"
"Rainboh","O9","Hapes Cluster","Rainboh","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Rainboh"
"Rainos CLuster","L15","Rocantor","Rainos Cluster","Rocantor sector","Exact title","https://starwars.fandom.com/wiki/Rainos_Cluster"
"Rakhuuun","P9","Kashyyyk Region","Rakhuuun","Kashyyyk Region","Search result","https://starwars.fandom.com/wiki/Rakhuuun"
"Ralltiir","L9","Darpa sector","Ralltiir","Darpa sector","Exact title","https://starwars.fandom.com/wiki/Ralltiir"
"Ramordia","N15","Majoor","Ramordia system","Majoor sector","System or continuity variant","https://starwars.fandom.com/wiki/Ramordia_system"
"Rampa","S4","Corporate Sector","Rampa system","Corporate Sector","System or continuity variant","https://starwars.fandom.com/wiki/Rampa_system"
"Rampa Minor","U12","Baxel","Rampa Minor system","Baxel sector","System or continuity variant","https://starwars.fandom.com/wiki/Rampa_Minor_system"
"Randon","Q10","Mytaranor","Randon","Mytaranor sector","Exact title","https://starwars.fandom.com/wiki/Randon"
"Rannon","T17","Instrop","Rannon","Instrop sector","Exact title","https://starwars.fandom.com/wiki/Rannon"
"Ranroon","R5","Mortex","Ranroon","Mortex sector","Exact title","https://starwars.fandom.com/wiki/Ranroon"
"Rattatak","H16","Trilon","Rattatak","Trilon sector","Exact title","https://starwars.fandom.com/wiki/Rattatak"
"Raxus","S5","Tion Hegemony","Raxus system","Tion Hegemony","System or continuity variant","https://starwars.fandom.com/wiki/Raxus_system"
"Raydonia","O6","Belsmuth","Raydonia","Belsmuth sector","Exact title","https://starwars.fandom.com/wiki/Raydonia"
"Rbollea","O9","Hapes Cluster","Rbollea system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Rbollea_system"
"Rearqu Cluster","P8","Taldot","Rearqu Cluster","Taldot sector","Exact title","https://starwars.fandom.com/wiki/Rearqu_Cluster"
"Reboam","O9","Hapes Cluster","Reboam","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Reboam"
"Refnar","T6","Pakuuni","Refnar","Pakuuni sector","Exact title","https://starwars.fandom.com/wiki/Refnar"
"Reginard","T6","Pakuuni","Reginard","Pakuuni sector","Exact title","https://starwars.fandom.com/wiki/Reginard"
"Relephon","O9","Hapes Cluster","Relephon","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Relephon"
"Reltooine","R3","Corporate Sector","Reltooine","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Reltooine"
"Renatasia","U8","Centrality","Renatasia/Legends","Centrality","Exact title","https://starwars.fandom.com/wiki/Renatasia%2FLegends"
"Rentor","F8","Chiss Ascendancy","Rentor","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Rentor"
"Resti Kel","L18","Juvex","Resti Kel","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Resti_Kel"
"Retep","Q16","Daimar","Retep system","Daimar sector","System or continuity variant","https://starwars.fandom.com/wiki/Retep_system"
"Rettna","Q11","Essaga","Rettna system","Esaga sector","System or continuity variant","https://starwars.fandom.com/wiki/Rettna_system"
"Reuss","P18","Cor'ric","Reuss system","Portmoak sector","System or continuity variant","https://starwars.fandom.com/wiki/Reuss_system"
"Revyia","L2","Veragi","Revyia","Veragi sector","Exact title","https://starwars.fandom.com/wiki/Revyia"
"Reytha","O12","Harron","Reytha","Harron sector","Exact title","https://starwars.fandom.com/wiki/Reytha"
"Rhelg","R5","Sith Worlds","Rhelg","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Rhelg"
"Rhen Var","R6","Belderone","Rhen Var","Thanium sector","Exact title","https://starwars.fandom.com/wiki/Rhen_Var"
"Rhigar","E9","Chiss Ascendancy","Rhigar","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Rhigar"
"Rhinnal","L9","Darpa sector","Rhinnal","Darpa sector","Exact title","https://starwars.fandom.com/wiki/Rhinnal"
"Rhommamool","N13","Merthian","Rhommamool/Legends","Merthian sector","Exact title","https://starwars.fandom.com/wiki/Rhommamool%2FLegends"
"Riflor","J16","Narrant","Riflor","Narrant sector","Exact title","https://starwars.fandom.com/wiki/Riflor"
"Rimcee Station","J3","Braxant","Rimcee Station","Braxant sector","Exact title","https://starwars.fandom.com/wiki/Rimcee_Station"
"Rindao","L17","Hadar","Rindao","Hadar sector","Exact title","https://starwars.fandom.com/wiki/Rindao"
"Ring of Kafrene","J15","Thand","Ring of Kafrene","Thand sector","Exact title","https://starwars.fandom.com/wiki/Ring_of_Kafrene"
"Ringneldia","T8","Centrality","Ringneldia system","Centrality","System or continuity variant","https://starwars.fandom.com/wiki/Ringneldia_system"
